,strategy,covariance_method,rebalance_mode,threshold,vol_targeting_enabled,cagr,sharpe,sortino,volatility,max_drawdown,calmar,final_value,status
30,HERC,sample,threshold,0.05,true,0.12599995328070634,1.2710949228253494,1.53759985918684,0.0801764996145183,-0.14297979537108585,0.8812430662226751,3352780.138849402,success
31,HERC,sample,threshold,0.1,true,0.12263842334963937,1.2285113994628998,1.4919442377402508,0.08054462835127447,-0.14623516766416755,0.8386383748079077,3252129.9621310267,success
32,HERC,ledoit_wolf,calendar,,false,0.13621450727865847,1.038384117746263,1.1993365285785156,0.10953458802806218,-0.19196878385783278,0.7095659228613725,3586615.927308898,success
33,HERC,ledoit_wolf,calendar,,true,0.10955709082144582,1.0879860466687807,1.3342845137037311,0.08014122275156779,-0.14332816338410626,0.7643793671439362,2885862.4762883675,success
34,HERC,ledoit_wolf,threshold,0.03,false,0.13571150269534527,1.0376966849470013,1.2018681192759988,0.10913699447753265,-0.19875864860046777,0.6827954589696575,3573008.6586636817,success
35,HERC,ledoit_wolf,threshold,0.05,false,0.13684387433209388,1.0474627388266184,1.2170280827784197,0.10906312693110433,-0.19701297700513876,0.6945932009774388,3622098.282869787,success
36,HERC,ledoit_wolf,threshold,0.1,false,0.14121568197923362,1.0744344953405554,1.2281390405336439,0.10999560914758692,-0.18294966743359664,0.771882692984338,3791970.5283846813,success
37,HERC,ledoit_wolf,threshold,0.03,true,0.10975592358753095,1.0894237333217567,1.3374028211734588,0.08020462823739218,-0.14334289628418673,0.7656879164066324,2891138.847052251,success
38,HERC,ledoit_wolf,threshold,0.05,true,0.11116424991280316,1.1187444197219831,1.3774367690527451,0.07916240464216559,-0.14288040672965552,0.7780230505861969,2928760.9814251596,success
39,HERC,ledoit_wolf,threshold,0.1,true,0.11996363486537409,1.2152889799812607,1.4625995561508465,0.07938119920057994,-0.1539330531695916,0.7793234292131358,3173997.9583339174,success
40,HERC,ewma_ledoit_wolf,calendar,,false,0.13153972910538037,1.01009048213759,1.1737396522370327,0.10839738172789415,-0.1902926548642636,0.6912496396626979,3413691.4046852565,success
41,HERC,ewma_ledoit_wolf,calendar,,true,0.10535095485075141,1.0442509020112165,1.2848444303314317,0.07983702327548622,-0.13005230740527984,0.8100660184555433,2776260.907494638,success
42,HERC,ewma_ledoit_wolf,threshold,0.03,false,0.13159384981302225,1.0158134839722752,1.1857236528022745,0.10776467775262633,-0.1910510983582563,0.6887887635498402,3414789.489908565,success
43,HERC,ewma_ledoit_wolf,threshold,0.05,false,0.13477466501196722,1.0422599068315843,1.2130449164724073,0.10771956565231998,-0.19029265486426405,0.7082494335270173,3521987.8168045287,success
44,HERC,ewma_ledoit_wolf,threshold,0.1,false,0.12744035820808608,0.9744133360075218,1.1345503614899277,0.10866962120425858,-0.18786926944245164,0.6783459508108843,3322402.902127091,success
45,HERC,ewma_ledoit_wolf,threshold,0.03,true,0.10508812236015075,1.0388282513077953,1.2780070417029854,0.08004076572281471,-0.13035109095982556,0.8061928871200557,2769538.450899455,success
46,HERC,ewma_ledoit_wolf,threshold,0.05,true,0.10677928225973599,1.0565330183203419,1.2968682100782871,0.08015607232572479,-0.13154193665101122,0.8117508756392111,2813051.161654987,success
47,HERC,ewma_ledoit_wolf,threshold,0.1,true,0.1041114066150075,1.031772189387496,1.2765524641309582,0.07970351134593558,-0.14405528102924248,0.7227184305299674,2744685.4808372436,success
