date,sentiment_label,rule_based_regime,hmm_regime,article_count,decision_article_count,agreement_rule_based,agreement_hmm
2022-04-28,unknown,Unknown,Unknown,0,0,,
2022-04-29,unknown,Unknown,Unknown,0,0,,
2022-05-02,unknown,Unknown,Unknown,0,0,,
2022-05-03,unknown,Unknown,Unknown,0,0,,
2022-05-04,unknown,Unknown,Unknown,0,0,,
2022-05-05,unknown,Unknown,Unknown,0,0,,
2022-05-06,unknown,Unknown,Unknown,0,0,,
2022-05-09,unknown,Unknown,Unknown,0,0,,
2022-05-10,unknown,Unknown,Unknown,0,0,,
2022-05-11,unknown,Unknown,Unknown,0,0,,
2022-05-12,unknown,Unknown,Unknown,0,0,,
2022-05-13,unknown,Unknown,Unknown,0,0,,
2022-05-16,unknown,Unknown,Unknown,0,0,,
2022-05-17,unknown,Unknown,Unknown,0,0,,
2022-05-18,unknown,Unknown,Unknown,0,0,,
2022-05-19,unknown,Unknown,Unknown,0,0,,
2022-05-20,unknown,Unknown,Unknown,0,0,,
2022-05-23,unknown,Unknown,Unknown,0,0,,
2022-05-24,unknown,Unknown,Unknown,0,0,,
2022-05-25,unknown,Unknown,Unknown,0,0,,
2022-05-26,unknown,Unknown,Unknown,0,0,,
2022-05-27,unknown,Unknown,Unknown,0,0,,
2022-05-30,unknown,Unknown,Unknown,0,0,,
2022-05-31,unknown,Unknown,Unknown,0,0,,
2022-06-01,unknown,Unknown,Unknown,0,0,,
2022-06-02,unknown,Unknown,Unknown,0,0,,
2022-06-03,unknown,Unknown,Unknown,0,0,,
2022-06-06,unknown,Unknown,Unknown,0,0,,
2022-06-07,unknown,Unknown,Unknown,0,0,,
2022-06-08,unknown,Unknown,Unknown,0,0,,
2022-06-09,unknown,Unknown,Unknown,0,0,,
2022-06-10,unknown,Unknown,Unknown,0,0,,
2022-06-13,unknown,Unknown,Unknown,1,0,,
2022-06-14,risk_off,Unknown,Unknown,0,1,,
2022-06-15,risk_off,Unknown,Unknown,0,1,,
2022-06-16,risk_off,Unknown,Unknown,0,1,,
2022-06-17,risk_off,Unknown,Unknown,0,1,,
2022-06-20,risk_off,Unknown,Unknown,0,1,,
2022-06-21,unknown,Unknown,Unknown,0,0,,
2022-06-22,unknown,Unknown,Unknown,0,0,,
2022-06-23,unknown,Unknown,Unknown,0,0,,
2022-06-24,unknown,Unknown,Unknown,0,0,,
2022-06-27,unknown,Unknown,Unknown,0,0,,
2022-06-28,unknown,Crisis,Unknown,0,0,,
2022-06-29,unknown,Crisis,Unknown,0,0,,
2022-06-30,unknown,Crisis,Unknown,0,0,,
2022-07-01,unknown,Crisis,Unknown,0,0,,
2022-07-04,unknown,Crisis,Unknown,0,0,,
2022-07-05,unknown,Crisis,Unknown,0,0,,
2022-07-06,unknown,Crisis,Unknown,0,0,,
2022-07-07,unknown,Crisis,Unknown,0,0,,
2022-07-08,unknown,Crisis,Unknown,0,0,,
2022-07-11,unknown,Crisis,Unknown,0,0,,
2022-07-12,unknown,Crisis,Unknown,0,0,,
2022-07-13,unknown,Crisis,Unknown,0,0,,
2022-07-14,unknown,Crisis,Unknown,0,0,,
2022-07-15,unknown,Crisis,Unknown,0,0,,
2022-07-18,unknown,Crisis,Unknown,0,0,,
2022-07-19,unknown,Crisis,Unknown,0,0,,
2022-07-20,unknown,Crisis,Unknown,0,0,,
2022-07-21,unknown,Crisis,Unknown,0,0,,
2022-07-22,unknown,Crisis,Unknown,0,0,,
2022-07-25,unknown,Crisis,Unknown,0,0,,
2022-07-26,unknown,Crisis,Unknown,0,0,,
2022-07-27,unknown,Crisis,Unknown,0,0,,
2022-07-28,unknown,Crisis,Unknown,0,0,,
2022-07-29,unknown,Crisis,Unknown,0,0,,
2022-08-01,unknown,Crisis,Unknown,0,0,,
2022-08-02,unknown,Crisis,Unknown,0,0,,
2022-08-03,unknown,Crisis,Unknown,0,0,,
2022-08-04,unknown,Crisis,Unknown,0,0,,
2022-08-05,unknown,Crisis,Unknown,0,0,,
2022-08-08,unknown,Crisis,Unknown,0,0,,
2022-08-09,unknown,Crisis,Unknown,0,0,,
2022-08-10,unknown,Crisis,Unknown,0,0,,
2022-08-11,unknown,Crisis,Unknown,0,0,,
2022-08-12,unknown,Crisis,Unknown,0,0,,
2022-08-15,unknown,Crisis,Unknown,0,0,,
2022-08-16,unknown,Crisis,Unknown,0,0,,
2022-08-17,unknown,Crisis,Unknown,0,0,,
2022-08-18,unknown,Crisis,Unknown,0,0,,
2022-08-19,unknown,Crisis,Unknown,0,0,,
2022-08-22,unknown,Crisis,Unknown,1,0,,
2022-08-23,risk_on,Crisis,Unknown,0,1,False,
2022-08-24,risk_on,Crisis,Unknown,0,1,False,
2022-08-25,risk_on,Crisis,Unknown,0,1,False,
2022-08-26,risk_on,Crisis,Unknown,0,1,False,
2022-08-29,risk_on,Crisis,Unknown,0,1,False,
2022-08-30,unknown,Crisis,Unknown,0,0,,
2022-08-31,unknown,Crisis,Unknown,0,0,,
2022-09-01,unknown,Crisis,Unknown,0,0,,
2022-09-02,unknown,Crisis,Unknown,0,0,,
2022-09-05,unknown,Crisis,Unknown,0,0,,
2022-09-06,unknown,Crisis,Unknown,0,0,,
2022-09-07,unknown,Crisis,Unknown,0,0,,
2022-09-08,unknown,Crisis,Unknown,0,0,,
2022-09-09,unknown,Crisis,Unknown,0,0,,
2022-09-12,unknown,Crisis,Unknown,0,0,,
2022-09-13,unknown,Crisis,Unknown,0,0,,
2022-09-14,unknown,Crisis,Unknown,0,0,,
2022-09-15,unknown,Crisis,Unknown,0,0,,
2022-09-16,unknown,Crisis,Unknown,0,0,,
2022-09-19,unknown,Crisis,Unknown,0,0,,
2022-09-20,unknown,Crisis,Unknown,0,0,,
2022-09-21,unknown,Crisis,Unknown,0,0,,
2022-09-22,unknown,Crisis,Unknown,0,0,,
2022-09-23,unknown,Crisis,Unknown,0,0,,
2022-09-26,unknown,Crisis,Unknown,0,0,,
2022-09-27,unknown,Crisis,Unknown,0,0,,
2022-09-28,unknown,Crisis,Unknown,0,0,,
2022-09-29,unknown,Crisis,Unknown,0,0,,
2022-09-30,unknown,Crisis,Unknown,0,0,,
2022-10-03,unknown,Crisis,Unknown,0,0,,
2022-10-04,unknown,Crisis,Unknown,0,0,,
2022-10-05,unknown,Crisis,Unknown,0,0,,
2022-10-06,unknown,Crisis,Unknown,0,0,,
2022-10-07,unknown,Crisis,Unknown,0,0,,
2022-10-10,unknown,Crisis,Unknown,1,0,,
2022-10-11,risk_on,Crisis,Unknown,0,1,False,
2022-10-12,risk_on,Crisis,Unknown,0,1,False,
2022-10-13,risk_on,Crisis,Unknown,0,1,False,
2022-10-14,risk_on,Crisis,Unknown,0,1,False,
2022-10-17,risk_on,Crisis,Unknown,0,1,False,
2022-10-18,unknown,Crisis,Unknown,0,0,,
2022-10-19,unknown,Crisis,Unknown,0,0,,
2022-10-20,unknown,Crisis,Unknown,0,0,,
2022-10-21,unknown,Crisis,Unknown,0,0,,
2022-10-24,unknown,Crisis,Unknown,0,0,,
2022-10-25,unknown,Crisis,Unknown,0,0,,
2022-10-26,unknown,Crisis,Unknown,0,0,,
2022-10-27,unknown,Crisis,Unknown,0,0,,
2022-10-28,unknown,Crisis,Unknown,0,0,,
2022-10-31,unknown,Crisis,Unknown,0,0,,
2022-11-01,unknown,Crisis,Unknown,0,0,,
2022-11-02,unknown,Crisis,Unknown,0,0,,
2022-11-03,unknown,Crisis,Unknown,0,0,,
2022-11-04,unknown,Crisis,Unknown,0,0,,
2022-11-07,unknown,Crisis,Unknown,0,0,,
2022-11-08,unknown,Crisis,Unknown,0,0,,
2022-11-09,unknown,Crisis,Unknown,0,0,,
2022-11-10,unknown,Crisis,Unknown,0,0,,
2022-11-11,unknown,Crisis,Unknown,0,0,,
2022-11-14,unknown,Crisis,Unknown,0,0,,
2022-11-15,unknown,Crisis,Unknown,0,0,,
2022-11-16,unknown,Crisis,Unknown,0,0,,
2022-11-17,unknown,Crisis,Unknown,0,0,,
2022-11-18,unknown,Crisis,Unknown,0,0,,
2022-11-21,unknown,Crisis,Unknown,0,0,,
2022-11-22,unknown,Crisis,Unknown,0,0,,
2022-11-23,unknown,Crisis,Unknown,0,0,,
2022-11-24,unknown,Crisis,Unknown,0,0,,
2022-11-25,unknown,Crisis,Unknown,0,0,,
2022-11-28,unknown,Crisis,Unknown,0,0,,
2022-11-29,unknown,Crisis,Unknown,0,0,,
2022-11-30,unknown,Crisis,Unknown,0,0,,
2022-12-01,unknown,Crisis,Unknown,0,0,,
2022-12-02,unknown,Crisis,Unknown,0,0,,
2022-12-05,unknown,Crisis,Unknown,0,0,,
2022-12-06,unknown,Crisis,Unknown,0,0,,
2022-12-07,unknown,Crisis,Unknown,0,0,,
2022-12-08,unknown,Crisis,Unknown,0,0,,
2022-12-09,unknown,Crisis,Unknown,0,0,,
2022-12-12,unknown,Crisis,Unknown,0,0,,
2022-12-13,unknown,Crisis,Unknown,0,0,,
2022-12-14,unknown,Crisis,Unknown,0,0,,
2022-12-15,unknown,Crisis,Unknown,0,0,,
2022-12-16,unknown,Crisis,Unknown,0,0,,
2022-12-19,unknown,Crisis,Unknown,1,0,,
2022-12-20,risk_off,Crisis,Unknown,0,1,True,
2022-12-21,risk_off,Crisis,Unknown,0,1,True,
2022-12-22,risk_off,Crisis,Unknown,0,1,True,
2022-12-23,risk_off,Crisis,Unknown,0,1,True,
2022-12-26,risk_off,Crisis,Unknown,0,1,True,
2022-12-27,unknown,Crisis,Unknown,0,0,,
2022-12-28,unknown,Crisis,Unknown,0,0,,
2022-12-29,unknown,Crisis,Unknown,0,0,,
2022-12-30,unknown,Crisis,Unknown,0,0,,
2023-01-02,unknown,Crisis,Unknown,0,0,,
2023-01-03,unknown,Crisis,Unknown,0,0,,
2023-01-04,unknown,Crisis,Unknown,0,0,,
2023-01-05,unknown,Crisis,Unknown,0,0,,
2023-01-06,unknown,Crisis,Unknown,0,0,,
2023-01-09,unknown,Crisis,Unknown,0,0,,
2023-01-10,unknown,Crisis,Unknown,0,0,,
2023-01-11,unknown,Crisis,Unknown,0,0,,
2023-01-12,unknown,Crisis,Unknown,0,0,,
2023-01-13,unknown,Crisis,Unknown,0,0,,
2023-01-16,unknown,Crisis,Unknown,1,0,,
2023-01-17,risk_on,Crisis,Unknown,0,1,False,
2023-01-18,risk_on,Crisis,Unknown,0,1,False,
2023-01-19,risk_on,Crisis,Unknown,0,1,False,
2023-01-20,risk_on,Crisis,Unknown,0,1,False,
2023-01-23,risk_on,Crisis,Unknown,0,1,False,
2023-01-24,unknown,Crisis,Unknown,0,0,,
2023-01-25,unknown,Crisis,Unknown,0,0,,
2023-01-26,unknown,Crisis,Unknown,0,0,,
2023-01-27,unknown,Crisis,Unknown,0,0,,
2023-01-30,unknown,Crisis,Unknown,0,0,,
2023-01-31,unknown,Crisis,Unknown,0,0,,
2023-02-01,unknown,Crisis,Unknown,0,0,,
2023-02-02,unknown,Crisis,Unknown,0,0,,
2023-02-03,unknown,Crisis,Unknown,0,0,,
2023-02-06,unknown,Crisis,Unknown,0,0,,
2023-02-07,unknown,Crisis,Unknown,0,0,,
2023-02-08,unknown,Crisis,Unknown,0,0,,
2023-02-09,unknown,Crisis,Unknown,0,0,,
2023-02-10,unknown,Crisis,Unknown,0,0,,
2023-02-13,unknown,Crisis,Unknown,0,0,,
2023-02-14,unknown,Crisis,Unknown,0,0,,
2023-02-15,unknown,Crisis,Unknown,0,0,,
2023-02-16,unknown,Crisis,Unknown,0,0,,
2023-02-17,unknown,Crisis,Unknown,0,0,,
2023-02-20,unknown,Crisis,Unknown,0,0,,
2023-02-21,unknown,Crisis,Unknown,0,0,,
2023-02-22,unknown,Crisis,Unknown,0,0,,
2023-02-23,unknown,Crisis,Unknown,0,0,,
2023-02-24,unknown,Crisis,Unknown,0,0,,
2023-02-27,unknown,Crisis,Unknown,0,0,,
2023-02-28,unknown,Crisis,Unknown,0,0,,
2023-03-01,unknown,Crisis,Unknown,0,0,,
2023-03-02,unknown,Crisis,Unknown,0,0,,
2023-03-03,unknown,Crisis,Unknown,0,0,,
2023-03-06,unknown,Crisis,Unknown,1,0,,
2023-03-07,risk_on,Crisis,Unknown,0,1,False,
2023-03-08,risk_on,Crisis,Unknown,0,1,False,
2023-03-09,risk_on,Crisis,Unknown,0,1,False,
2023-03-10,risk_on,Crisis,Unknown,0,1,False,
2023-03-13,risk_on,Crisis,Unknown,0,1,False,
2023-03-14,unknown,Crisis,Unknown,0,0,,
2023-03-15,unknown,Crisis,Unknown,0,0,,
2023-03-16,unknown,Crisis,Unknown,0,0,,
2023-03-17,unknown,Crisis,Unknown,0,0,,
2023-03-20,unknown,Crisis,Risk-On,0,0,,
2023-03-21,unknown,Crisis,Risk-On,0,0,,
2023-03-22,unknown,Crisis,Risk-On,0,0,,
2023-03-23,unknown,Crisis,Risk-On,0,0,,
2023-03-24,unknown,Crisis,Risk-On,0,0,,
2023-03-27,unknown,Crisis,Risk-On,0,0,,
2023-03-28,unknown,Crisis,Risk-On,0,0,,
2023-03-29,unknown,Crisis,Risk-On,0,0,,
2023-03-30,unknown,Crisis,Risk-On,0,0,,
2023-03-31,unknown,Crisis,Risk-On,0,0,,
2023-04-03,unknown,Crisis,Risk-On,0,0,,
2023-04-04,unknown,Crisis,Risk-On,0,0,,
2023-04-05,unknown,Crisis,Risk-On,0,0,,
2023-04-06,unknown,Crisis,Risk-On,0,0,,
2023-04-07,unknown,Crisis,Risk-On,0,0,,
2023-04-10,unknown,Crisis,Risk-On,0,0,,
2023-04-11,unknown,Crisis,Risk-On,0,0,,
2023-04-12,unknown,Crisis,Risk-On,0,0,,
2023-04-13,unknown,Crisis,Risk-On,0,0,,
2023-04-14,unknown,Crisis,Risk-On,0,0,,
2023-04-17,unknown,Crisis,Risk-On,0,0,,
2023-04-18,unknown,Crisis,Risk-On,0,0,,
2023-04-19,unknown,Crisis,Risk-On,0,0,,
2023-04-20,unknown,Crisis,Risk-On,0,0,,
2023-04-21,unknown,Crisis,Risk-On,0,0,,
2023-04-24,unknown,Crisis,Risk-On,0,0,,
2023-04-25,unknown,Crisis,Risk-On,0,0,,
2023-04-26,unknown,Crisis,Risk-On,0,0,,
2023-04-27,unknown,Crisis,Risk-On,0,0,,
2023-04-28,unknown,Crisis,Risk-On,0,0,,
2023-05-01,unknown,Crisis,Risk-On,0,0,,
2023-05-02,unknown,Crisis,Risk-On,0,0,,
2023-05-03,unknown,Crisis,Risk-On,0,0,,
2023-05-04,unknown,Crisis,Risk-On,0,0,,
2023-05-05,unknown,Crisis,Risk-On,0,0,,
2023-05-08,unknown,Crisis,Risk-On,0,0,,
2023-05-09,unknown,Crisis,Risk-On,0,0,,
2023-05-10,unknown,Crisis,Risk-On,0,0,,
2023-05-11,unknown,Crisis,Risk-On,0,0,,
2023-05-12,unknown,Crisis,Risk-On,0,0,,
2023-05-15,unknown,Crisis,Risk-On,1,0,,
2023-05-16,risk_on,Crisis,Risk-On,0,1,False,True
2023-05-17,risk_on,Crisis,Risk-On,0,1,False,True
2023-05-18,risk_on,Crisis,Risk-On,0,1,False,True
2023-05-19,risk_on,Crisis,Risk-On,0,1,False,True
2023-05-22,risk_on,Crisis,Risk-On,0,1,False,True
2023-05-23,unknown,Crisis,Risk-On,0,0,,
2023-05-24,unknown,Crisis,Risk-On,0,0,,
2023-05-25,unknown,Crisis,Risk-On,0,0,,
2023-05-26,unknown,Crisis,Risk-On,0,0,,
2023-05-29,unknown,Crisis,Risk-On,0,0,,
2023-05-30,unknown,Crisis,Risk-On,0,0,,
2023-05-31,unknown,Crisis,Risk-On,0,0,,
2023-06-01,unknown,Crisis,Risk-On,0,0,,
2023-06-02,unknown,Crisis,Risk-On,0,0,,
2023-06-05,unknown,Crisis,Risk-On,0,0,,
2023-06-06,unknown,Crisis,Risk-On,0,0,,
2023-06-07,unknown,Crisis,Risk-On,0,0,,
2023-06-08,unknown,Crisis,Risk-On,0,0,,
2023-06-09,unknown,Stress,Risk-On,0,0,,
2023-06-12,unknown,Stress,Risk-On,0,0,,
2023-06-13,unknown,Stress,Risk-On,0,0,,
2023-06-14,unknown,Stress,Risk-On,0,0,,
2023-06-15,unknown,Stress,Risk-On,0,0,,
2023-06-16,unknown,Stress,Risk-On,0,0,,
2023-06-19,unknown,Stress,Risk-On,0,0,,
2023-06-20,unknown,Stress,Risk-On,0,0,,
2023-06-21,unknown,Stress,Risk-On,0,0,,
2023-06-22,unknown,Stress,Risk-On,0,0,,
2023-06-23,unknown,Stress,Risk-On,0,0,,
2023-06-26,unknown,Crisis,Risk-On,0,0,,
2023-06-27,unknown,Crisis,Risk-On,0,0,,
2023-06-28,unknown,Crisis,Risk-On,0,0,,
2023-06-29,unknown,Crisis,Risk-On,0,0,,
2023-06-30,unknown,Crisis,Risk-On,0,0,,
2023-07-03,unknown,Crisis,Risk-On,0,0,,
2023-07-04,unknown,Crisis,Risk-On,0,0,,
2023-07-05,unknown,Crisis,Risk-On,0,0,,
2023-07-06,unknown,Crisis,Risk-On,0,0,,
2023-07-07,unknown,Crisis,Risk-On,0,0,,
2023-07-10,unknown,Crisis,Risk-On,0,0,,
2023-07-11,unknown,Crisis,Risk-On,0,0,,
2023-07-12,unknown,Crisis,Risk-On,0,0,,
2023-07-13,unknown,Crisis,Risk-On,0,0,,
2023-07-14,unknown,Crisis,Risk-On,0,0,,
2023-07-17,unknown,Crisis,Risk-On,0,0,,
2023-07-18,unknown,Crisis,Risk-On,0,0,,
2023-07-19,unknown,Crisis,Risk-On,0,0,,
2023-07-20,unknown,Crisis,Risk-On,0,0,,
2023-07-21,unknown,Crisis,Risk-On,0,0,,
2023-07-24,unknown,Crisis,Risk-On,1,0,,
2023-07-25,risk_on,Crisis,Risk-On,0,1,False,True
2023-07-26,risk_on,Crisis,Risk-On,0,1,False,True
2023-07-27,risk_on,Crisis,Risk-On,0,1,False,True
2023-07-28,risk_on,Crisis,Risk-On,0,1,False,True
2023-07-31,risk_on,Crisis,Risk-On,0,1,False,True
2023-08-01,unknown,Crisis,Risk-On,0,0,,
2023-08-02,unknown,Crisis,Risk-On,0,0,,
2023-08-03,unknown,Crisis,Risk-On,0,0,,
2023-08-04,unknown,Crisis,Risk-On,0,0,,
2023-08-07,unknown,Crisis,Risk-On,0,0,,
2023-08-08,unknown,Crisis,Risk-On,0,0,,
2023-08-09,unknown,Crisis,Risk-On,0,0,,
2023-08-10,unknown,Crisis,Risk-On,0,0,,
2023-08-11,unknown,Crisis,Risk-On,0,0,,
2023-08-14,unknown,Crisis,Risk-On,0,0,,
2023-08-15,unknown,Crisis,Risk-On,0,0,,
2023-08-16,unknown,Crisis,Risk-On,0,0,,
2023-08-17,unknown,Crisis,Risk-On,0,0,,
2023-08-18,unknown,Crisis,Risk-On,0,0,,
2023-08-21,unknown,Crisis,Risk-On,0,0,,
2023-08-22,unknown,Crisis,Risk-On,0,0,,
2023-08-23,unknown,Crisis,Risk-On,0,0,,
2023-08-24,unknown,Crisis,Risk-On,0,0,,
2023-08-25,unknown,Crisis,Risk-On,0,0,,
2023-08-28,unknown,Crisis,Risk-On,0,0,,
2023-08-29,unknown,Crisis,Risk-On,0,0,,
2023-08-30,unknown,Crisis,Risk-On,0,0,,
2023-08-31,unknown,Crisis,Risk-On,0,0,,
2023-09-01,unknown,Crisis,Risk-On,0,0,,
2023-09-04,unknown,Crisis,Risk-On,0,0,,
2023-09-05,unknown,Crisis,Risk-On,0,0,,
2023-09-06,unknown,Crisis,Risk-On,0,0,,
2023-09-07,unknown,Crisis,Risk-On,0,0,,
2023-09-08,unknown,Crisis,Risk-On,0,0,,
2023-09-11,unknown,Crisis,Risk-On,1,0,,
2023-09-12,neutral,Crisis,Risk-On,0,1,False,False
2023-09-13,neutral,Crisis,Risk-On,0,1,False,False
2023-09-14,neutral,Crisis,Risk-On,0,1,False,False
2023-09-15,neutral,Crisis,Risk-On,0,1,False,False
2023-09-18,neutral,Crisis,Risk-On,0,1,False,False
2023-09-19,unknown,Crisis,Risk-On,0,0,,
2023-09-20,unknown,Crisis,Risk-On,0,0,,
2023-09-21,unknown,Crisis,Risk-On,0,0,,
2023-09-22,unknown,Crisis,Risk-On,0,0,,
2023-09-25,unknown,Crisis,Risk-On,0,0,,
2023-09-26,unknown,Crisis,Risk-On,0,0,,
2023-09-27,unknown,Crisis,Risk-On,0,0,,
2023-09-28,unknown,Crisis,Risk-On,0,0,,
2023-09-29,unknown,Crisis,Risk-On,0,0,,
2023-10-02,unknown,Crisis,Risk-On,0,0,,
2023-10-03,unknown,Crisis,Risk-On,0,0,,
2023-10-04,unknown,Crisis,Risk-On,0,0,,
2023-10-05,unknown,Crisis,Risk-On,0,0,,
2023-10-06,unknown,Crisis,Risk-On,0,0,,
2023-10-09,unknown,Crisis,Risk-On,0,0,,
2023-10-10,unknown,Crisis,Risk-On,0,0,,
2023-10-11,unknown,Crisis,Risk-On,0,0,,
2023-10-12,unknown,Crisis,Risk-On,0,0,,
2023-10-13,unknown,Crisis,Risk-On,0,0,,
2023-10-16,unknown,Crisis,Risk-On,0,0,,
2023-10-17,unknown,Crisis,Risk-On,0,0,,
2023-10-18,unknown,Crisis,Risk-On,0,0,,
2023-10-19,unknown,Crisis,Risk-On,0,0,,
2023-10-20,unknown,Crisis,Risk-On,0,0,,
2023-10-23,unknown,Crisis,Risk-On,0,0,,
2023-10-24,unknown,Crisis,Risk-On,0,0,,
2023-10-25,unknown,Crisis,Risk-On,0,0,,
2023-10-26,unknown,Crisis,Risk-On,0,0,,
2023-10-27,unknown,Crisis,Risk-On,0,0,,
2023-10-30,unknown,Crisis,Risk-On,0,0,,
2023-10-31,unknown,Crisis,Risk-On,0,0,,
2023-11-01,unknown,Crisis,Risk-On,0,0,,
2023-11-02,unknown,Crisis,Risk-On,0,0,,
2023-11-03,unknown,Crisis,Risk-On,0,0,,
2023-11-06,unknown,Crisis,Risk-On,0,0,,
2023-11-07,unknown,Crisis,Risk-On,0,0,,
2023-11-08,unknown,Crisis,Risk-On,0,0,,
2023-11-09,unknown,Crisis,Risk-On,0,0,,
2023-11-10,unknown,Crisis,Risk-On,0,0,,
2023-11-13,unknown,Crisis,Risk-On,0,0,,
2023-11-14,unknown,Crisis,Risk-On,0,0,,
2023-11-15,unknown,Crisis,Risk-On,0,0,,
2023-11-16,unknown,Crisis,Risk-On,0,0,,
2023-11-17,unknown,Crisis,Risk-On,0,0,,
2023-11-20,unknown,Crisis,Risk-On,1,0,,
2023-11-21,risk_on,Stress,Risk-On,0,1,False,True
2023-11-22,risk_on,Stress,Risk-On,0,1,False,True
2023-11-23,risk_on,Stress,Risk-On,0,1,False,True
2023-11-24,risk_on,Stress,Risk-On,0,1,False,True
2023-11-27,risk_on,Stress,Risk-On,0,1,False,True
2023-11-28,unknown,Stress,Risk-On,0,0,,
2023-11-29,unknown,Crisis,Risk-On,0,0,,
2023-11-30,unknown,Crisis,Risk-On,0,0,,
2023-12-01,unknown,Crisis,Risk-On,0,0,,
2023-12-04,unknown,Crisis,Risk-On,0,0,,
2023-12-05,unknown,Crisis,Risk-On,0,0,,
2023-12-06,unknown,Crisis,Risk-On,0,0,,
