date,macro_label,rule_based_regime,hmm_walk_forward_regime,sentence_count,agreement_rule_based,agreement_hmm,corpus_type
2022-02-15,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-16,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-17,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-18,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-21,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-22,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-23,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-24,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-25,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-02-28,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-01,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-02,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-03,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-04,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-07,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-08,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-09,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-10,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-11,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-14,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-15,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-16,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-17,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-18,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-21,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-22,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-23,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-24,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-25,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-28,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-29,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-30,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-03-31,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-01,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-04,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-05,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-06,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-07,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-08,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-11,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-12,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-13,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-14,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-15,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-18,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-19,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-20,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-21,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-22,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-25,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-26,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-27,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-28,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-04-29,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-02,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-03,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-04,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-05,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-06,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-09,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-10,risk_off_macro,Unknown,Unknown,4,,,synthetic_fixture
2022-05-11,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-12,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-13,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-16,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-17,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-18,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-19,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-20,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-23,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-24,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-25,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-26,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-27,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-30,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-05-31,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-01,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-02,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-03,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-06,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-07,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-08,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-09,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-10,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-13,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-14,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-15,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-16,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-17,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-20,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-21,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-22,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-23,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-24,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-27,insufficient_macro_data,Unknown,Unknown,0,,,synthetic_fixture
2022-06-28,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-06-29,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-06-30,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-01,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-04,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-05,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-06,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-07,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-08,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-11,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-12,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-13,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-14,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-15,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-18,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-19,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-20,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-21,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-22,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-25,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-26,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-27,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-28,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-07-29,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-01,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-02,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-03,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-04,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-05,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-08-08,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-09,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-10,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-11,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-12,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-15,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-16,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-17,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-18,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-19,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-22,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-23,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-24,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-25,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-26,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-29,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-30,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-08-31,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-01,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-02,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-05,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-06,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-07,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-08,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-09,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-12,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-13,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-14,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-15,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-16,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-19,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-20,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-21,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-22,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-23,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-26,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-27,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-28,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-29,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-09-30,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-03,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-04,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-05,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-06,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-07,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-10,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-11,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-12,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-13,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-14,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-17,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-18,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-19,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-20,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-21,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-24,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-25,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-26,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-27,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-28,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-10-31,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-11-01,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-11-02,risk_on_macro,Crisis,Unknown,4,False,,synthetic_fixture
2022-11-03,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-04,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-07,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-08,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-09,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-10,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-11,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-14,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-15,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-16,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-17,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-18,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-21,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-22,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-23,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-24,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-25,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-28,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-29,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-11-30,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-01,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-02,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-05,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-06,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-07,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-08,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-09,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-12,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-13,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-14,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-15,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-16,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-19,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-20,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-21,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-22,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-23,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-26,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-27,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-28,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-29,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2022-12-30,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-02,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-03,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-04,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-05,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-06,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-09,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-10,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-11,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-12,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-13,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-16,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-17,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-18,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-19,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-20,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-23,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-24,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-25,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-26,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-27,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-30,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-01-31,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-01,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-02,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-03,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-06,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-07,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-08,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-09,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-10,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-13,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-14,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-15,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-16,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-17,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-20,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-21,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-22,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-23,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-24,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-27,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-02-28,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-01,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-02,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-03,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-06,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-07,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-08,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-09,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-10,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-13,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-14,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-15,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-16,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-17,insufficient_macro_data,Crisis,Unknown,0,,,synthetic_fixture
2023-03-20,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-21,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-22,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-23,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-24,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-27,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-28,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-29,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-30,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-03-31,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-03,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-04,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-05,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-06,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-07,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-10,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-11,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-12,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-13,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-14,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-17,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-18,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-19,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-20,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-21,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-24,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-25,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-26,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-27,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-04-28,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-05-01,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-05-02,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-05-03,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-05-04,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
2023-05-05,insufficient_macro_data,Crisis,Risk-On,0,,,synthetic_fixture
